"","raz_social","X","id","nom_estab","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","ctarfc"
"152","HOTEL FAJA DE ORO SA DE CV",290,6325053,"HOTEL FAJA DE ORO",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","FERROCARRIL INTEROCEÁNICO","CALLE","HÉROE DE NACOZARI","CALLE","PRIVADA TAPICERÍA","CALLE","PRIVADA TAPICERÍA",9,"","","",NA,"","COLONIA","MORELOS","","","",15270,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","371",19,NA,"CONTACTO@MXCONGRESO.COM.MX","","Fijo",19.43546013,-99.11564667,"2010-07","HFO910322T13"
"153","HOTEL FLAMINGOS PLAZA SA DE CV",48,6258166,"COURTVARD BY MARRIOTT REVOLUCIÓN",721111,"Hoteles con otros servicios integrados","101 a 250 personas","CIRCUITO","INTERIOR (AVENIDA REVOLUCIÓN)","CALLE","11 DE ABRIL","CALLE","MÁRTIRES DE TACUBAYA","AVENIDA","PRIMERO DE MAYO",333,"","","",0,"","COLONIA","TACUBAYA","","","",11870,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1156",24,NA,"CONTABILIDAD@HOTELCDMX.COM","WWW.COURTYARD-MEXICO-CITY-REVOLUCION.HOTEL-RN.COM","Fijo",19.39659172,-99.1853661,"2010-07","HFP8410178N7"
"154","HOTEL FORNOS SA DE CV",300,6305103,"HOTEL FORNOS",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","REVILLAGIGEDO","CALLE","ARTÍCULO 123","CALLE","VICTORIA","CALLE","LUIS MOYA",92,"","","",0,"","COLONIA","CENTRO","","","",6070,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","875",5,NA,"","WWW.HOTELFORNOS.COM.MX","Fijo",19.42887334,-99.1469937,"2010-07","HFO970106750"
"155","HOTEL GENEVE SA DE CV",307,6318680,"HOTEL GENEVE",721111,"Hoteles con otros servicios integrados","101 a 250 personas","CALLE","LONDRES","CALLE","GENOVA","CALLE","AMBERES","CALLE","LIVERPOOL",130,"","","",0,"","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","095A",1,NA,"","","Fijo",19.42525449,-99.1641821,"2010-07","HGE830617LR2"
"156","HOTEL GILLOW SA",309,6256956,"HOTEL GILLOW",721111,"Hoteles con otros servicios integrados","51 a 100 personas","CALLE","ISABEL LA CATÓLICA","CALLE","5 DE MAYO","CALLE","FRANCISCO I. MADERO","CALLE","MOTOLINÍA",17,"","","",0,"SN","COLONIA","CENTRO","","","",6010,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","767",11,NA,"C.PJULIO@HOTMAIL.COM","","Fijo",19.43398256,-99.1361994,"2010-07","HGI620727G12"
"157","HOTEL GIN SA DE CV",310,6305080,"HOTEL GIN",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","RIO BALSAS","CALLE","RIO ÉUFRATES","CALLE","RIO SENA","CALLE","RÍO SENA",2,"","","",0,"","COLONIA","CUAUHTEMOC","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","790",11,NA,"HOTEGIN@HOTMAIL.COM","","Fijo",19.4337138,-99.16695778,"2010-07","HGI9104119P1"
"158","HOTEL HABITA SA DE CV",250,6310653,"HOTEL DOWNTOWN MEXICO",721111,"Hoteles con otros servicios integrados","101 a 250 personas","CALLE","ISABEL LA CATÓLICA","CALLE","FRANCISCO I. MADERO","CALLE","16 DE SEPTIEMBRE","CALLE","PALMA",30,"","","",0,"","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","771",15,NA,"","","Fijo",19.43280389,-99.13628607,"2010-07","HHA000202FY4"
"159","HOTEL HABITA SA DE CV",47,6310652,"CORPORATIVO",721111,"Hoteles con otros servicios integrados","51 a 100 personas","CALLE","LAFAYETTE","CALLE","SHAKESPEARE","EJE VIAL","3 PONIENTE (THIERS)","CALLE","GUTEMBERG",28,"","","",0,"","COLONIA","ANZURES","","","",11590,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","707",4,NA,"ESORIA@HOTELHABITA.COM","WWW.GRUPOHABITAMX","Fijo",19.43302529,-99.17759602,"2010-07","HHA000202FY4"
"160","HOTEL HABITA SA DE CV",43,6317077,"CONDESA DF HOTEL",721111,"Hoteles con otros servicios integrados","101 a 250 personas","CALLE","GUADALAJARA","CALLE","PARQUE ESPAÑA","CALLE","COLIMA","AVENIDA","VERACRUZ",103,"","","",NA,"","COLONIA","CONDESA","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1182",9,NA,"","WWW.GRUPOHABITA.MX","Fijo",19.41621443,-99.17187569,"2010-07","HHA000202FY4"
"161","HOTEL HABITA SA DE CV",322,6308696,"HOTEL HABITA POLANCO",721111,"Hoteles con otros servicios integrados","101 a 250 personas","AVENIDA","PRESIDENTE MASARYK","AVENIDA","NEWTON","CALLE","LAMARTINE","CALLE","NINGUNO",201,"","","",0,"","COLONIA","POLANCO","","","",11560,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","675",16,NA,"","","Fijo",19.43151795,-99.18988039,"2010-07","HHA000202FY4"
"162","HOTEL HABITA SA DE CV",321,6317310,"HOTEL HABITA DISTRITO FEDERAL",721111,"Hoteles con otros servicios integrados","101 a 250 personas","AVENIDA","TAMAULIPAS","AVENIDA","TAMAULIPAS","CALLE","VIALIDAD VASCO DE QUIROGA SEGUNDA ETAPA","CALLE","AVENIDA CARLOS GRAFF FERNÁNDEZ",37,"","","",0,"","COLONIA","SANTA FE","","","",5300,9,"CIUDAD DE MÉXICO",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","369",4,NA,"","","Fijo",19.36029015,-99.27990459,"2012-06","HHA000202FY4"
"163","HOTEL HIPODROMO SA DE CV",580,6304986,"HOTEL ROOSEVELT",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","AVENIDA INSURGENTES SUR","CALLE","POPOCATÉPETL","CALLE","CACAHUAMILPA","CALLE","POPOCATÉPETL",287,"","","",0,"","COLONIA","HIPÓDROMO CONDESA","","","",6100,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","120A",9,NA,"RESERVAS@HOTELROOSEVELT.COM.MX","WWW.HOTELROOSEVELT.COM.MX","Fijo",19.4155745,-99.16577571,"2010-07","HHI380521ET9"
"164","HOTEL IMPERIO SA DE CV",346,6259113,"HOTEL IMPERIO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","CALZADA LEGARIA","AVENIDA","CALZADA MEXICO TACUBA","CALLE","PRIMERA PRIVADA LAGO GUIJA","AVENIDA","CALZADA LEGARIA",3,"","","",NA,"","COLONIA","TORRE BLANCA","","","",11280,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","139",23,NA,"","","Fijo",19.45939029,-99.19011378,"2010-07","HIM970221EL3"
"165","HOTEL ISABEL SA DE CV",349,6259134,"HOTEL ISABEL",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","ISABEL LA CATOLICA","CALLE","5 DE MAYO","CALLE","FRANCISCO I. MADERO","CALLE","BOLÍVAR",63,"","EDIFICIO SIN NOMBRE","PLANTA BAJA",NA,"","COLONIA","COLONIA CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","818",3,NA,"ANTONIO@HOTEL-ISABEL.COM.MX","WWW.HOTEL-ISABEL.COM.MX","Fijo",19.42982023,-99.13682741,"2010-07","HIS410415V37"
"166","HOTEL JALISCO SA DE CV",354,6259109,"HOTEL JALISCO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","JALISCO","CALLE","GOBERNADOR JOSE GUADALUPE COVARRUBIAS","CALLE","GOBERNADOR LUIS GONZAGA VIEYRA","CALLE","GENERAL JUAN CANO",150,"","","",NA,"","COLONIA","SAN MIGUEL CHAPULTEPEC","","","",11850,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1175",15,5561271578,"HOTEL.JALISCO@HOTMAIL.COM","","Fijo",19.40648282,-99.18508395,"2010-07","HJA920626IC4"
"167","HOTEL JENA SA DE CV",552,6304948,"HOTEL RAMADA REFORMA",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","PUENTE DE ALVARADO","EJE VIAL","1 PONIENTE (AVENIDA ROSALES)","CALLE","JESÚS DE TERÁN","CALLE","IGNACIO MARISCAL",22,"","","",0,"SN","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",11,NA,"GERENCIA@RAMADAREFORMA.COM","WWW.RAMADAREFORMA.COM","Fijo",19.43798751,-99.15045008,"2010-07","HJE8704011S3"
"168","HOTEL JEREZ SA DE CV",359,6325164,"HOTEL JEREZ",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","ADOLFO GURRION","CALLE","SAN CIPRIAN","CALLE","ARROYO","CALLE","CARRETONES",96,"","","",NA,"","COLONIA","ZONA CENTRO","","","",15100,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","691",5,NA,"","","Fijo",19.42385188,-99.12255808,"2010-07","HJE6906139I0"
"169","HOTEL LA CAÑADA SA DE CV",367,6259100,"HOTEL LA CAÑADA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","DOLORES HIDALGO","CALLE","TALPA","CALLE","AYUTLA","CALLE","ANGANGUEO",127,"","","",NA,"","COLONIA","SAN FELIPE DE JESUS","","","",7510,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1203",20,NA,"","","Fijo",19.49350286,-99.07820643,"2010-07","HCA991110192"
"170","HOTEL LA CASA DE LA LUNA SA DE CV",368,660014,"HOTEL LA CASA DE LA LUNA",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","BOLÍVAR","CALLE","5 DE MAYO","CALLE","FRANCISCO I. MADERO","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)",57,"","","",0,"","COLONIA","CENTRO","","","57",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","818",4,NA,"RECEPCION@HOTELLACASADELALUNA.COM","WWW.HOTELLACASADELALUNA.COM","Fijo",19.43016656,-99.13890277,"2010-07","HCL051205Q87"
"171","HOTEL LA MILPA SA DE CV",248,6259286,"HOTEL DOS MILPAS",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","QUETZALCOATL","CALLE","XOLOTL","AVENIDA","CALZADA MEXICO TACUBA","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)",4,"BIS","","",0,"","COLONIA","TLAXPANA","","","",11370,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","213",3,5544443390,"LAMILPAQ@GSHOTELES.COM.MX","","Fijo",19.44369728,-99.16651057,"2010-07","HMI951214JT1"
"172","HOTEL LASA SA DE CV",392,6259094,"HOTEL LASA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","TLAHUAC","CALLE","PASTORES","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","CALLE","PASTORES",20,"","","",NA,"","COLONIA","SANTA ISABEL INDUSTRIAL","","","",9820,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","1208",6,NA,"HOTEL_LASA@YAHOO.COM.MX","","Fijo",19.35554472,-99.10564793,"2010-07","HLA961217RQ7"
"173","HOTEL LAVADA SA DE CV",394,6325806,"HOTEL LAVADA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","INSURGENTES NORTE","CALLE","RICARTE","EJE VIAL","4 NORTE (AVENIDA FORTUNA)","CALLE","RIOBAMBA",1700,"","","",NA,"","COLONIA","LINDAVISTA","","","",7300,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1256",7,NA,"","","Fijo",19.48394756,-99.1274984,"2010-07","HLA0002244Y8"
"174","HOTEL LIRA SA DE CV",399,6325379,"HOTEL LIRA",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","GOBERNADOR JOSE CEBALLOS","CALLE","GOBERNADOR RAFAEL REBOLLAR","AVENIDA","PARQUE LIRA","CALLE","GOBERNADOR IGNACIO ESTEVA",70,"","","",NA,"","COLONIA","SAN MIGUEL CHAPULTEPEC","","","",11850,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1160",15,NA,"","","Fijo",19.40985704,-99.18989484,"2010-07","HLI740429U85"
"175","HOTEL LIRIO SA DE CV",400,6325195,"HOTEL LIRIO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","TRANSITO","CALLE","MARTIRES DE LA CONQUISTA","CALLE","JOSE MARIA VIGIL","CALLE","SEGUNDA CERRADA JOSÉ MARÍA VIGIL",4,"","","",NA,"","COLONIA","TACUBAYA","","","",11870,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1194",5,NA,"HLIRIO4@GMAIL.COM","WWW.HOTEL-LIRIO.COM.MX","Fijo",19.40097811,-99.18655794,"2010-07","HLI970106TU4"
"176","HOTEL LOÑA SA DE CV",371,6259122,"HOTEL LA JOYA",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","EZEQUIEL MONTES","CALLE","TOMAS ALVA EDISON","AVENIDA","PUENTE DE ALVARADO","AVENIDA","INSURGENTES CENTRO",35,"","","",NA,"","COLONIA","TABACALERA","","","",6430,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",7,NA,"","","Fijo",19.43870735,-99.15562011,"2010-07","HLO0008146G2"
"177","HOTEL LORD SA DE CV",404,6325295,"HOTEL LORD",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","DOCTOR ILDELFONSO VELASCO","CALLE","CLAUDIO BERNARD","CALLE","DOCTOR AGUSTÍN ANDRADE","CALLE","CLAUDIO BERNARD",17,"","","",NA,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1036",22,NA,"GERENCIA@LORDHOTEL.COM.MX","WWW.LORDHOTEL.COM.MX","Fijo",19.41908597,-99.14541601,"2010-07","HLO750221UB9"
"178","HOTEL MACAO SA DE CV",407,6325042,"HOTEL MACAO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","CHIMALPOPOCA","PEATONAL","PEATONAL DEL NIÑO PERDIDO","CALLE","SIMÓN BOLÍVAR",56,"","","",NA,"56","COLONIA","CENTR0","","","",6800,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1040",19,NA,"","","Fijo",19.4237083,-99.14266846,"2010-07","HMA080918EF0"
"179","HOTEL MARBELLA SA",419,6259166,"HOTEL MARBELLA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","FRONTERA","EJE VIAL","2A SUR (SAN LUIS POTOSÍ)","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTÉMOC)","CALLE","MÉRIDA",205,"","","",NA,"","COLONIA","ROMA NORTE","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1110",13,NA,"RESERVACIONES@HOTELMARBELLAMEXICOM.COM","WWW.HOTELMARBELLAMEXICO.COM","Fijo",19.414816,-99.154874,"2010-07","HMA7401304X9"
"180","HOTEL MARTI SA DE CV",430,6325373,"HOTEL MARTI",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","AGRARISMO","CALLE","MUTUALISMO","CALLE","CERRADA SINDICALISMO","CALLE","AGRARISMO",63,"","","",0,"","COLONIA","ESCANDÓN","","","",11800,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1226",1,NA,"GORGEDELAP@GMAIL.COM","","Fijo",19.40124624,-99.17258209,"2010-07","HMA970106JV5"
"181","HOTEL MAX SA DE CV",11,6305230,"AUTO HOTEL MAX",721113,"Moteles","11 a 30 personas","CALLE","FERNANDO DE ALVA IXTLIXOCHITL","EJE VIAL","CENTRAL (LAZARO CARDENAS)","DIAGONAL","20 DE NOVIEMBRE","CALLE","ÁLVAREZ DE ICAZA",23,"","","",NA,"","COLONIA","OBRERA","","","",6810,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1040",5,NA,"","","Fijo",19.42012772,-99.14239331,"2010-07","HMA031124379"
"182","HOTEL MAXWELL SA DE CV",431,707048,"HOTEL MAXWELL",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","EJE VIAL","2 ORIENTE (CALZADA DE LA VIGA)","CALLE","IGNACIO LOPEZ RAYON","CALLEJON","FRANCISCO JAVIER MINA","CALLE","CANAL DE OTHENCO",753,"","","",0,"","BARRIO","SANTIAGO NORTE","","","",8240,9,"CIUDAD DE MÉXICO",6,"Iztacalco",1,"Iztacalco","397",3,NA,"HOTEL-MAXWELL@YAHOO.COM.MX","","Fijo",19.39320598,-99.12291293,"2014-12","HMA010213TZ6"
"183","HOTEL MAZOY SA DE CV",433,6325426,"HOTEL MAZOY",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","MINA","PEATONAL","PLAZA BUENAVISTA","CALLE","JUAN ALDAMA","AVENIDA","PUENTE DE ALVARADO",220,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","049A",13,NA,"","","Fijo",19.44056788,-99.15196338,"2010-07","HMA940407VE4"
"184","HOTEL MEDITERRANEO S DE RL DE CV",435,8027295,"HOTEL MEDITERRANEO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","MAR MEDITERRANEO","CALLE","MAR CARIBE","CALLE","MAR BAFFIN","AVENIDA","CALZADA MÉXICO TACUBA",97,"BIS","","",0,"","COLONIA","POPOTLA","","","",11400,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","54",2,NA,"HOTELMEDITERRANEO@PRODIGY.NET.MX","","Fijo",19.45875818,-99.18270242,"2019-11","HME6011014T0"
"185","HOTEL MILAN SA DE CV",442,6256903,"HOTEL MILAN",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","ÁLVARO OBREGÓN","CALLE","CÓRDOBA","CALLE","ORIZABA","CALLE","CHIHUAHUA",94,"","","",0,"","COLONIA","ROMA NORTE","OTRO CONGLOMERADO","HOTEL","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1110",23,NA,"HOTELMILAN94@HOTMAIL.COM","WWW.HOTELMILAN.COM.MX","Fijo",19.41822079,-99.15893898,"2010-07","HMI671214SA0"
"186","HOTEL MINEO SA DE CV",630,6325186,"HOTEL TAMPICO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","ZAVALA","CALLE","PRADERA","CALLE","SANTA ESCUELA","CALLE","MANZANARES",NA,"SN","","",NA,"","COLONIA","ZONA CENTRO","","","",15100,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","579",10,NA,"","","Fijo",19.42917736,-99.12438959,"2010-07","HMI911206JK6"
"187","HOTEL MIÑO SA DE CV",445,6325238,"HOTEL MIÑO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","ZARAGOZA","CALLE","OROZCO Y BERRA","AVENIDA","PUENTE DE ALVARADO","EJE VIAL","1 PONIENTE (GUERRERO)",25,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",20,NA,"","","Fijo",19.43898356,-99.15029922,"2010-07","HMI9301076I9"
"188","HOTEL MOCTEZUMA LA VILLA SA DE CV",451,6306983,"HOTEL MOCTEZUMA LA VILLA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","MOCTEZUMA","CALLE","HIDALGO","CALLE","AQUILES SERDAN","CALLE","NEZAHUALCOYOTL",21,"","","",NA,"","COLONIA","ARAGON LA VILLA","","","",7000,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1434",13,NA,"","","Fijo",19.48040438,-99.11731848,"2012-06","HMV110216RY4"
"189","HOTEL MONARCA SA DE CV",455,6325252,"HOTEL MONARCA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","ALVARO OBREGON","CALLE","FRONTERA","CALLE","MERIDA","CALLE","CHIHUAHUA",32,"BIS","","",NA,"","COLONIA","ROMA NORTE","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1110",25,NA,"HMONARCA32@GMAIL.COM","","Fijo",19.41876856,-99.15612684,"2010-07","HMO970106MJ4"
"190","HOTEL MONTREAL SA DE CV",460,6313116,"HOTEL MONTREAL SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALZADA","CALZADA DE TLALPAN","CALZADA","CALZADA DE TLALPAN","CALLE","PUERTO RICO","CALLE","VIRGINIA",2073,"","","",NA,"","COLONIA","PARQUE SAN ANDRÉS","","","",4040,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","164",4,NA,"HMONTREAL2@HOTMAIL.COM","","Fijo",19.34406602,-99.14452215,"2010-07","HMO770304JJ5"
"191","HOTEL NAYARIT SA DE CV",470,6305055,"HOTEL NAYARIT",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","PLATINO","CALLE","MAPIMI","CALLE","ATOTONILCO","CALLE","HIERRO",25,"","","",0,"","COLONIA","MAZA","","","",6270,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","127",13,NA,"ALEJANDRALIRACAMACHO@GMAIL.COM","","Fijo",19.4571519,-99.12685005,"2010-07","HNA91021166A"
"192","HOTEL NECAXA SA DE CV",471,6307242,"HOTEL NECAXA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","CARRETONES","CALLE","CABAÑA","EJE VIAL","1 ORIENTE (ANILLO DE CIRCUNVALACIÓN)","CALLE","ADOLFO GURRIÓN",39,"","","",0,"","COLONIA","MERCED","","","",15810,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","687",4,NA,"SHAIPARK25@GMAIL.COM","","Fijo",19.42527159,-99.12522179,"2010-07","HNE640616SL6"
"193","HOTEL PANORAMA SA DE CV",496,6305054,"HOTEL PANORAMA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","PLATINO","CALLE","PEÑOLES","CALZADA","CALZADA DE GUADALUPE","CALLE","PLOMO",20,"","","",NA,"","CIUDAD","VALLE GOMEZ","","","",6240,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","127",5,NA,"","","Fijo",19.45754377,-99.12727393,"2010-07","HPA740615F55"
"194","HOTEL PANUCO SA DE CV",497,6257038,"HOTEL PANUCO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","AYUNTAMIENTO","CALLE","ENRICO MARTÍNEZ","AVENIDA","BALDERAS","CALLE","ENRICO MARTÍNEZ",148,"","","",0,"","COLONIA","CENTRO","","","",6040,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","860",9,NA,"HOTEL.PANUCO@YAHOO.COM.MX","","Fijo",19.43143942,-99.14973845,"2010-07","HPA7301125L9"
"195","HOTEL PARK VILLA SA DE CV",503,6325001,"HOTEL PARK VILLA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","GENERAL GÓMEZ PEDRAZA","CALLE","GENERAL JUAN CANO","CALLE","GOBERNADOR TIBURCIO MONTIEL","AVENIDA","CONSTITUYENTES",68,"","","",0,"","COLONIA","SAN MIGUEL CHAPULTEPEC","","","68",11850,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","891",12,NA,"CONTABILIDAD@THEGREENPARKHOTEL.COM.MX","","Fijo",19.41452459,-99.18465313,"2010-07","HPV530527NC8"
"196","HOTEL PICACHO SA DE CV",691,6316953,"HOTEL Y VILLAS AJUSCO",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","TELCHAC","CALLE","MOTUL","CALLE","BOULEVARD PICACHO AJUSCO","CALLE","CELESTÚN",941,"","","",0,"","COLONIA","HÉROES DE PADIERNA","","","",14240,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","869",19,NA,"","","Fijo",19.2804796,-99.21450309,"2010-07","HPI030523NU6"
"197","HOTEL PIRAMIDES SA DE CV",514,6323637,"HOTEL PIRAMIDES",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","8 SUR (JOSE MARIA RICO)","EJE VIAL","2 PONIENTE (GABRIEL MANCERA)","CALLE","AMORES","CALLE","PARROQUIA",632,"","","",NA,"","COLONIA","DEL VALLE","","","",3100,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","810",5,NA,"","","Fijo",19.36688213,-99.1696952,"2010-07","HPI820109TK8"
"198","HOTEL PLAZA LAS TORRES SA DE CV",521,6313935,"HOTEL PLAZA LAS TORRES",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","IGNACIO ZARAGOZA","CALLE","LUIS ECHEVERRIA","CALLE","BENITO JUAREZ","PERIFERICO","CANAL DE GARAY",47,"","","",0,"SN","COLONIA","AÑO DE JUÁREZ","","","",9780,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","198A",11,NA,"PLAZALASTORRES2009@GMAIL.COM","","Fijo",19.31774941,-99.07292568,"2010-07","HPT940406AP4"
"199","HOTEL PREMIER SA",58,1042286,"ESTACIONAMIENTO HOTEL PREMIER",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","MILAN","CALLE","GENERAL PRIM","CALLE","LUCERNA","CALLE","VIENA",19,"","","",NA,"","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","856",16,NA,"SELENE.CANIZAL@OAMYASOCIADOS.COM","","Fijo",19.43086464,-99.15665721,"2010-07","HPR620601QU3"
